entity,cusip,cik,date,tickercusip,nameOfIssuer,shares,value
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",747798106,1767045,6/30/2020,QD,QUDIAN INC ADR,2403,4000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",88557W101,1767045,6/30/2020,QFIN,360 FINANCE INC ADS,538,6000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",767754872,1558481,6/30/2020,RAD,RITE AID CORP,12373,211000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",74965L101,1558481,6/30/2020,RLJ,RLJ LODGING TRUST,38051,359000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",76169B102,1558481,6/30/2020,RXN,REXNORD CORP,27493,801000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",76243J105,1767045,6/30/2020,RYTM,RHYTHM PHARMACEUTICALS INC COM,47,1000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",829226109,1558481,6/30/2020,SBGI,SINCLAIR BROADCAST GROUP  A,14387,266000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",20441A102,1767045,6/30/2020,SBS,COMPANHIA DE SANEAMENTO BASICO SPONSORED ADR,799,8000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",80007P869,1767045,3/31/2020,SD,SANDRIDGE ENERGY INC COM NEW,256,0
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",82706C108,1767045,6/30/2020,SIMO,SILICON MOTION TECHNOLOGY CORP SPONSORED ADR,445,22000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",82900L102,1558481,6/30/2020,SMPL,SIMPLY GOOD FOODS CO/THE,19366,360000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",80689H102,1558481,6/30/2020,SNDR,SCHNEIDER NATIONAL INC CL B,11680,288000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",25460E869,1767045,6/30/2020,SPDN,DIREXION DAILY S&P 500 BEAR 1X SHARES,327700,7488000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",83587F202,1558481,6/30/2020,SRNE,SORRENTO THERAPEUTICS INC,26604,167000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",80706P103,1767045,6/30/2020,SRRK,SCHOLAR ROCK HLDG CORP COM,35,1000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",840441109,1558481,6/30/2020,SSB,SOUTH STATE CORP,16069,766000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",855707105,1767045,3/31/2020,STFC,STATE AUTO FINL CORP COM,23,1000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",86959K105,1767045,6/30/2020,SUZ,SUZANO S A SPON ADS,509,3000
"0001625986    Gibraltar Capital Management, Inc.
Name: entity, dtype: object",82835P103,1625986,6/30/2020,SVM,SILVERCORP METALS INC,12000,64000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",871851101,1767045,6/30/2020,SYX,SYSTEMAX INC COM,268,6000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",898697206,1767045,6/30/2020,TCX,TUCOWS INC COM NEW,92,5000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",88362T103,1767045,3/31/2020,THR,THERMON GROUP HLDGS INC COM,73,1000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",89214P109,1558481,6/30/2020,TOWN,TOWNE BANK,16398,309000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",90041L105,1767045,3/31/2020,TPB,TURNING PT BRANDS INC COM,42,1000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",879080109,1767045,6/30/2020,TRC,TEJON RANCH CO COM,41,1000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",90171V204,1767045,6/30/2020,TRWH,TWIN RIV WORLDWIDE HLDGS INC COM,319,7000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",87265K102,1767045,3/31/2020,TSLX,TPG SPECIALTY LENDING INC COM,5500,77000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",89148H108,1767045,3/31/2020,TTP,TORTOISE PIPELINE & ENERGY FD COM,25000,66000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",903002103,1767045,6/30/2020,UMH,UMH PPTYS INC COM,95,1000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",91544A109,1767045,6/30/2020,UPLD,UPLAND SOFTWARE INC COM,2,0
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",911684108,1767045,3/31/2020,USM,UNITED STATES CELLULAR CORP COM,34,1000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",922107107,1767045,6/30/2020,VAPO,VAPOTHERM INC COM,40,2000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",92531L207,1767045,6/30/2020,VRS,VERSO CORP CL A,14,0
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",94188P101,1767045,6/30/2020,WSBF,WATERSTONE FINL INC MD COM,118,2000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",98400T106,1767045,6/30/2020,XFLT,XAI OCTAGON FLOATNG RATE ALTER COM,4500,26000
"0001767045    Lindbrook Capital, LLC
Name: entity, dtype: object",98585L100,1767045,6/30/2020,YRD,YIREN DIGITAL LTD SPONSORED ADS,2383,10000
"0001633903    RIVER &amp; MERCANTILE LLC
Name: entity, dtype: object",27828y108,1633903,6/30/2020,None,Eaton Vance Tax-Managed Buy-Wr,14030,198000
"0001633903    RIVER &amp; MERCANTILE LLC
Name: entity, dtype: object",92206C813,1633903,6/30/2020,VCLT,Vanguard Long-Term Corp Bond E,153229,16287000
"0001016021    EDMP, INC.
Name: entity, dtype: object",257867101,1016021,3/31/2020,RRD,RR DONNELLEY & SONS,12817,210000
"0001016021    EDMP, INC.
Name: entity, dtype: object",80589M102,1016021,3/31/2020,SCG,SCANA CORPORATION,47446,3328000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",04013V108,1722641,6/30/2020,ACRE,ARES COML REAL ESTATE CORP COM,5480,50000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",00847G705,1558481,6/30/2020,AGEN,AGENUS INC,24803,97000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",14442107,1558481,6/30/2020,ALEC,ALECTOR INC,9806,240000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",20772109,1722641,6/30/2020,APT,ALPHA PRO TECH LTD COM,60,1000
"0001525212    USCA RIA LLC
Name: entity, dtype: object",00214Q708,1525212,6/30/2020,ARKF,ARK ETF TR,8886,281000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",53792107,1722641,3/31/2020,AVMXY,AVITA MEDICAL LTD SPONSORED ADS,200,1000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",32797300,1722641,6/30/2020,AVXL,ANAVEX LIFE SCIENCES CORP COM NEW,500,2000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",06760L100,1722641,6/30/2020,BGH,BARINGS GLOBAL SHORT DURATION COM,2000,25000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",165303108,1558481,6/30/2020,CPK,CHESAPEAKE UTILITIES CORP,3703,311000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",46140H403,1722641,6/30/2020,DBO,INVESCO DB OIL FUND,16118,113000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",23908L108,1722641,6/30/2020,DFNL,DAVIS SELECT FINANCIAL ETF,1800,33000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",24823R105,1558481,6/30/2020,DNLI,DENALI THERAPEUTICS INC,17846,432000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",78464A813,1722641,6/30/2020,DSC,SPDR S&P 600 SMALL CAP ETF,9704,573000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",74348A475,1722641,3/31/2020,EFU,PROSHARES TR ULTRA SHORT MSCI EAFE FD,0,0
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",26924G888,1722641,6/30/2020,ETHO,ETHO CLIMATE LEADERSHIP U.S. ETF,800,33000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",2.55E+137,1722641,3/31/2020,FAZ,DIREXION SHS ETF TR DAILY FINL BEAR 3X SHS NEW,0,0
"0001598841    Advisors Preferred, LLC
Name: entity, dtype: object",33739P103,1598841,6/30/2020,FTLS,First Trust Exchange-Traded Fund III-First Trust,1899,78000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",39587100,1722641,6/30/2020,FUV,ARCIMOTO INC COM,30487,162000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",92189F791,1722641,6/30/2020,GDXJ,MARKET VECTORS ETF TR JR GOLD MINERS ETF NEW,500,25000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",G4095J109,1722641,6/30/2020,GLRE,GREENLIGHT CAPITAL RE LTD CLASS A,1000,7000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",380738104,1722641,6/30/2020,GSV,GOLD STD VENTURES CORP COM,8000,6000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",404609109,1722641,6/30/2020,HCKT,HACKETT GROUP INC COM,390,5000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",L5140P101,1722641,3/31/2020,I,INTELSAT SA COM,1050,2000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",46434V738,1722641,6/30/2020,IEUR,ISHARES CORE MSCI EUROPE ETF,451,19000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",26924G805,1722641,3/31/2020,IFLY,WEDBUSH ETFMG GLOBAL CLOUD TECHNOLOGY ETF,1,0
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",454089103,1722641,6/30/2020,IFN,INDIA FUND INC,542,8000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",46132P108,1722641,6/30/2020,IIM,INVESCO CALIF MUN INCOME TR COM,539,8000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",M5425M103,1722641,3/31/2020,INMD,INMODE LTD SHS,500,12000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",464287275,1722641,3/31/2020,IXP,ISHARES GLOBAL COMM SERVICES ETF,100,5000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",464287192,1722641,6/30/2020,IYT,ISHARES DJ TRANSPORTATION AVERAGE,33,5000
"0001085163    SIGMA INVESTMENT COUNSELORS
Name: entity, dtype: object",26922A842,1085163,6/30/2020,JETS,ETF SER SOLUTIONS,149885,2496000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",46138E628,1722641,6/30/2020,KBWB,INVESCO KBW BANK ETF,0,0
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",03966V107,1558481,6/30/2020,None,ARCONIC CORP,21987,306000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",11275Q107,1722641,6/30/2020,None,BROOKFIELD INFRASTRUCTURE CORP COM SB VTG SHS A,141,6000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",14448C104,1537014,6/30/2020,None,CARRIER GLOBAL CORPORATION,56714,1260000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",45782C383,1722641,6/30/2020,None,INNOVATOR S&P 500 POWER BUFFER ETF - MARCH,1885,50000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",45782C417,1722641,6/30/2020,None,INNOVATOR S&P 500 POWER BUFFER ETF - FEBRUARY,2100,51000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",45782C425,1722641,6/30/2020,None,INNOVATOR S&P 500 ULTRA BUFFER ETF - FEBRUARY,2080,51000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",46186M506,1722641,6/30/2020,None,INVIVO THERAPEUTICS HLDGS CORP COM,10,0
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",59124U605,1722641,6/30/2020,None,METALLA RTY & STREAMING LTD COM NEW,9687,51000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",61744Y439,1722641,6/30/2020,None,MAGNOLIA OIL & GAS CORP CL A,378,2000
"0001633862    Lincoln Capital LLC
Name: entity, dtype: object",68902V107,1633862,6/30/2020,None,OTIS WORLDWIDE CORP,4318,246000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",78468R556,1722641,6/30/2020,None,SPDR SERIES TRUST S&P OIL GAS EXPL & PRODTN ETF,1060,55000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",80810D103,1558481,6/30/2020,None,SCHRODINGER INC,2827,259000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",85209W109,1722641,3/31/2020,None,SPROUT SOCIAL INC COM CL A,500,7000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",G4809J106,1722641,6/30/2020,None,INTL GNRL INSURANCE HLDNGS LTD SHS,615,4000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",86745K104,1722641,6/30/2020,NOVA,SUNNOVA ENERGY INTL INC. COM,44,1000
"0001525212    USCA RIA LLC
Name: entity, dtype: object",33737K205,1525212,6/30/2020,NXTG,FIRST TR EXCHANGE TRADED FD,29481,1605000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",67110P407,1722641,3/31/2020,OUSA,O'SHARES FTSE U.S. QUALITY DIVIDEND ETF,73,2000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",45782C508,1722641,6/30/2020,PJAN,INNOVATOR S&P 500 POWER BUFFER ETF - JANUARY,1757,49000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",746853100,1722641,6/30/2020,PPT,PUTNAM PREMIER INCOME TR SH BEN INT,200,1000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",74838J101,1558481,6/30/2020,QDEL,QUIDEL CORP,8507,1903000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",78112V102,1558481,6/30/2020,RUBI,RUBICON PROJECT INC/THE,21741,145000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",464288745,1722641,6/30/2020,RXI,ISHARES GLOBAL CONSUMER DISCRETIONARY ETF,3,0
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",74347B185,1722641,6/30/2020,SEF,PROSHARES SHORT FINANCIALS,519,10000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",3264108,1722641,3/31/2020,SIVR,ETFS SILVER TR SILVER SHS ETF,500,7000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",74347B748,1722641,6/30/2020,SKF,PROSHARES ULTRA SHORT FINANCIALS,226,3000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",74348A392,1722641,3/31/2020,SMDD,PROSHARES ULTRAPRO SHORT MIDCAP400,4000,28000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",46138E339,1722641,3/31/2020,SPMO,INVESCO S&P 500 MOMENTUM ETF,181,7000
"0001696260    Good Life Advisors, LLC
Name: entity, dtype: object",78464A664,1696260,6/30/2020,SPTL,SPDR SER TR,64079,3010000
"0001576654    Rikoon Group, LLC
Name: entity, dtype: object",G85158106,1576654,6/30/2020,STNE,STONECO LTD,7785,302000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",74347W247,1722641,3/31/2020,UCO,PROSHARES ULTRA BLOOMBERG CRUDE OIL,0,0
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",74347X823,1722641,6/30/2020,UDOW,PROSHARES ULTRAPRO DOW 30,1902,119000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",45782C300,1722641,6/30/2020,UJAN,INNOVATOR S&P 500 ULTRA BUFFER ETF - JANUARY,1836,51000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",26923G798,1722641,3/31/2020,VPC,VIRTUS PRIVATE CREDIT STRATEGY ETF,252,4000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",26923G780,1722641,3/31/2020,VRAI,VIRTUS REAL ASSET INCOME ETF,284,5000
"0001722641    Valeo Financial Advisors, LLC
Name: entity, dtype: object",78464A862,1722641,3/31/2020,XSD,SPDR S&P SEMICONDUCTOR ETF,10,1000
"0000903783    OLD SECOND NATIONAL BANK OF AURORA
Name: entity, dtype: object",74460W578,903783,6/30/2020,None,Public Storage Pfd,19960,503000
"0000903783    OLD SECOND NATIONAL BANK OF AURORA
Name: entity, dtype: object",4.61E+107,903783,6/30/2020,VKI,Invesco Van Kampen Adv Muni Income II,1059,11000
"0001537014    Candriam Luxembourg S.C.A.
Name: entity, dtype: object",19770106,1537014,6/30/2020,ALLO,ALLOGENE THERAPEUTICS INC,67919,2908000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",14888U101,1558481,6/30/2020,CPRX,CATALYST PHARMACEUTICALS INC,22173,102000
"0001791555    Hubbell Strickland Wealth Management, LLC
Name: entity, dtype: object",1.73E+295,1791555,3/31/2020,UWT,CITIGROUP GLOBAL MKTS HLDGS,18070,3000
"0001314404    JMG Financial Group, Ltd.
Name: entity, dtype: object",22587m106,1314404,3/31/2020,None,Cresco Labs Inc,10000,30000
"0001314404    JMG Financial Group, Ltd.
Name: entity, dtype: object",57636q104,1314404,3/31/2020,None,MasterCard Inc,871,210000
"0001314404    JMG Financial Group, Ltd.
Name: entity, dtype: object",78463v107,1314404,6/30/2020,None,SPDR Gold Shares,2419,405000
"0001426857    SIB LLC
Name: entity, dtype: object",76171L106,1426857,6/30/2020,None,REYNOLDS CONSUMER PRODUCTS INC,7881,274000
"0001696260    Good Life Advisors, LLC
Name: entity, dtype: object",89147L100,1696260,3/31/2020,TYG,TORTOISE ENERGY INFRA CORP,11541,30000
"0001768130    HOWARD FINANCIAL SERVICES, LTD.
Name: entity, dtype: object",67073B106,1768130,3/31/2020,JPC,NUVEEN PFD & INCOME OPPORTUN,10487,77000
"0001768130    HOWARD FINANCIAL SERVICES, LTD.
Name: entity, dtype: object",29786AAC0,1768130,3/31/2020,None,ETSY INC,17000,21000
"0001768130    HOWARD FINANCIAL SERVICES, LTD.
Name: entity, dtype: object",46090A200,1768130,6/30/2020,PSMB,INVESCO ACTIVELY MANAGED ETF,12983,172000
"0001269950    DELTEC ASSET MANAGEMENT LLC
Name: entity, dtype: object",G25343107,1269950,6/30/2020,CZZ,COSAN LTD,26000,392000
"0001739594    Altium Wealth Management LLC
Name: entity, dtype: object",34407D109,1739594,6/30/2020,FLY,FLY LEASING LTD,61644,506000
"0001583751    TCI Wealth Advisors, Inc.
Name: entity, dtype: object",89609W107,1583751,6/30/2020,TPCO,TRIBUNE PUBG CO NEW,159,2000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",00090Q103,1558481,6/30/2020,ADT,ADT INC,34298,274000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",44103109,1558481,3/31/2020,AHT,ASHFORD HOSPITALITY TRUST,22773,17000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",36642106,1558481,6/30/2020,AIS,ANTARES PHARMA INC,34999,96000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",21369103,1558481,6/30/2020,ALTR,ALTAIR ENGINEERING INC   A,8678,345000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",03236M200,1558481,6/30/2020,AMRS,AMYRIS INC,18496,79000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",37347101,1558481,3/31/2020,ANH,ANWORTH MORTGAGE ASSET CORP,23206,26000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",30057T105,1558481,6/30/2020,AQUA,EVOQUA WATER TECHNOLOGIES CO,19742,367000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",2121101,1558481,6/30/2020,ATEN,A10 NETWORKS INC,11382,78000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",47649108,1558481,6/30/2020,ATKR,ATKORE INTERNATIONAL GROUP I,10718,293000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",04963C209,1558481,6/30/2020,ATRC,ATRICURE INC,9942,447000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",49904105,1558481,6/30/2020,ATRI,ATRION CORPORATION,335,213000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",05351X101,1558481,6/30/2020,AVYA,AVAYA HOLDINGS CORP,21507,266000
"0001558481    Arizona State Retirement System
Name: entity, dtype: object",05491N104,1558481,3/31/2020,BBX,BBX CAPITAL CORP,14449,33000
